更新时间,#genre#
20240621,url

綜藝,#genre#
电影,https://stream.freetv.fun/3c4e35019e92f9ff156ac48c9c96250b26631c3bc098ad59fd38db1dfb628c95.ctv,3680
电影,https://stream.freetv.fun/46ee9202e358c2b4f9f653729449cd0c686c11f997d25eb57d902af369f00b40.ctv,2892
电影,https://stream.freetv.fun/4e0d7462f68a1bdecfdf337898b6f9d8e32352d2d4de3d652743ebe12d28169b.ctv,2722
电影,https://stream.freetv.fun/5c693d02fbac9b02113e3bb4ebddce55d22eda3732ea2bf703a22cf9adeb84fe.ctv,4000
电影,https://stream.freetv.fun/5e4ee105f12238c3ae11253db57ddae819ef9b9a2101ef14678c908d38e520be.ctv,2828
电影,https://stream.freetv.fun/5f647b41e080d5889e0a4a6028457aed7fd04c3230b5868f8ec59baf4acc3c4c.ctv,8236
电影,https://stream.freetv.fun/6012312255f388b02ff7cc3953741d173738916f28e615d9c0053485573f3ae1.ctv,3218
电影,https://stream.freetv.fun/61b3a584e9e87df74887629dd4712ec2aab8b8adc1b992d1252dc0059d1336c5.ctv,3524
电影,https://stream.freetv.fun/625050f9d7e398ada84782f3315c1644a070f89bcaa5122153ca905bc53c3c51.ctv,4028
电影,https://stream.freetv.fun/77aa356e11e7c351fb3ffd7c9c16aaf44e6dc4a6d45f1c106708ca7625fa1419.ctv,2521
电影,https://stream.freetv.fun/83be6c98e31bd0c988867fdb857569921fd0ce3cd9a5b280a43fb1af8a7b0f54.ctv,3572
电影,https://stream.freetv.fun/b0cd92311a2c09ec0255f7e239a79602fde7cf1669ae84522db4cb4f61d0d34f.ctv,7294
电影,https://stream.freetv.fun/c8b06a2032aa45d67c2611390cb8e6caa83fc905b2db82f3742bd73b2479bdb6.ctv,2912
电影,https://stream.freetv.fun/da50aede2604ebed8609996d9fca226771a4bb5177fafe2c92a5a91ed1ebc607.ctv,3439
电影,https://stream.freetv.fun/dae302e2c0a470b9be07c5e3d3f49e134cbaf194d9fa86c9dd8e8615fe396623.ctv,3331
电影,https://stream.freetv.fun/e04388fd14fd39809765e5083e21c3a812e781af01f6cb55debe4c62881dfcc9.ctv,3343
电影,https://stream.freetv.fun/f4b151631f8ee33b6ac958cc5ae54473c01746bc8822b32964386b19a49d056d.ctv,8721
电影_周星星,https://stream.freetv.fun/393844e6b068852ecb4d66fa2656b1bb3fc52a2a2ffe42f4cf4865f6082d62e1.ctv,4203
电影_搞笑恐怖,https://stream.freetv.fun/945699c2ac54c032fd23ecf5a6251b65447ce13ad0ed455f6552a9b31adfc733.ctv,4252
电影_洪金宝,https://stream.freetv.fun/ac42cc1b042eef8bd6d7d23831480caedeff5f03af7d0792fb3ccd7c63550ef3.ctv,4125
电影_经典港片,https://stream.freetv.fun/285a63db4c04937758e3f0619aac6d457cd486a0fa1da053f2c945fdb9b6aab7.ctv,2919
电影_许氏三杰,https://stream.freetv.fun/20d55b430071d9869607cc04843bac178f6750ac813481bb8489e5551d3055d6.ctv,3299
电影刘油果,https://stream.freetv.fun/0c4cedba153feb869fbae4370a58d9f5783eff3b1054578aa033f18be3594eaf.ctv,3728
电视剧,https://stream.freetv.fun/d3e70444cc30307e948a49321c156b96d1989c2a1c71b2e1076fbb9580886bbd.m3u8,3118
电视剧-流金岁月,https://stream.freetv.fun/bba1fcce9f6193f28660b7878cd628306e38162e5a2c9f9d47f107cab9329fc6.ctv,2854
电视剧轮播,https://stream.freetv.fun/49d0195cb71bb4921a531733fb98e297e343e0173791108f745d45293c7c736f.m3u8,2796
电视剧轮播,https://stream.freetv.fun/b198eb5d8a3a3f66d7ae2fcab6dea776c6fccdd44b06a3779d3015b65578674e.m3u8,4192
电视剧轮播,https://stream.freetv.fun/c9726944b54b430901dfb9f869702a5601d23e43d97c36476eb662e543be6204.m3u8,3049
百事通4k电影,https://stream.freetv.fun/35fe7eb4ee967b481e0091648ecc2fe35dd9abcfb59f24c4708a9eb551d81901.ctv,9407
百家讲坛-红楼梦篇,https://stream.freetv.fun/acc062407d6ec569d1b06bfc01a8160c88b0cee2460072380c84de6468b3fc48.ctv,4123
百家讲坛――之明太祖朱元璋,https://stream.freetv.fun/7fc1225e917e6f9a7e4b8e467e0389ad2044f51ba501c543d291873e2732ee10.ctv,3121
看电影了没v,https://stream.freetv.fun/281e2363422ca65de39d5e9642f3e7057fc11973821d969cbfa725701bacc694.ctv,5477
知否知否,https://stream.freetv.fun/daab1dba68bf8894324238f6e45b0e24c4d412857f95b300fd198dcac2f76fbc.ctv,3639
知否知否,https://stream.freetv.fun/f690f790e1b1ca3eed32a3644af226f91d8a66ca8d978e27a54c055dec4fa6a1.ctv,7962
知否知否应是绿肥红瘦,https://stream.freetv.fun/54ec1a372232647760cd8cf20aee690f81c57af469aacd3938b00546e0cede76.ctv,1778
石首影视,https://stream.freetv.fun/43224d970e80cdd94adab9cc9b424651c8ee96206f4c8d8dffc509c7fcb0ad4e.m3u8,1575
科幻fans布玛,https://stream.freetv.fun/e468c10260ed25ee23e4684b0a6468987afe52991894feaead9c276b0f29cad1.ctv,4399
科幻大片,https://stream.freetv.fun/2236772a4f2c2eac3a47164bf72569862fa17045874a151447a57e5a4aa01b20.ctv,3885
科幻战舰,https://stream.freetv.fun/f554ad25220fa52fdcd94980e290880cf2680b04ec4493226ecddda0066b0880.ctv,5843
秦皇岛影视,https://stream.freetv.fun/4ec233fd7fd1e47a7591ff8ee3dd2f6d72e573ca7a6035dc0002e50de5f9c678.ctv,6379
第一电影,https://stream.freetv.fun/5c31fdf1768f4bd5f48a8997a8a2953fc1a3f52754c4f357b662f758993006e9.ctv,6367
粟裕大将-影视,https://stream.freetv.fun/3fe003441da3829881a8881e12611d58f30b7e7b0412c8c0d156a56f96984336.ctv,3810
精彩动作电影享不停,https://stream.freetv.fun/c49a23f02f76b56ca0c5db3820bc5666d8fa1d8bb41a6f72c9511a429d44fb85.ctv,7258
红楼梦87版,https://stream.freetv.fun/36ae6e0d8909fda34feab70d9148574789236d3def3ac6052a94a2b58f1563f8.ctv,5602
红色经典,https://stream.freetv.fun/8d0ea88480adeacda5c6cc971e40438b5b679e46745b0db22d5f4f0ac308a508.ctv,6729
经典之作·金庸群侠篇电影,https://stream.freetv.fun/910b308cbe70a45a1fe8a9db1f8bc92ff78a98bbbb3564af75befb209dcfe3af.ctv,1843
经典动漫,https://stream.freetv.fun/dfc3b15e1bc5a06c4837488fb810d87a3e2ac4d7d23164593dd29bb2a0ee8631.ctv,1825
经典影视,https://stream.freetv.fun/b2683bec5cc03d85f4d5756cead61e098144e149aed10da2e2e4de2082a440dd.ctv,6246
经典搞笑影片,https://stream.freetv.fun/57578c53d2822d0695b44ae239f1e213c1654bae9cb2e3a45abb74555094e426.ctv,3816
经典港剧笑嘻嘻,https://stream.freetv.fun/373387b18ddb248febd20c8428ffc0bbdaff7804c69b7a289f7724f882ab2151.ctv,1716
经典港片 3000部,https://stream.freetv.fun/1619194c43e59e205b8945e89294874fd864960fbd9ebf8ea483657e84f570cd.ctv,2788
经典电视剧联播,https://stream.freetv.fun/4a111272c20274bc4af07609ae8f8b13e8c92ef37d2a85053f0ccf29df9f690b.ctv,2729
经典高分老剧-血色浪漫,https://stream.freetv.fun/5a11d814132781adbb0f3c40fb1150db6e53950e9deb9e628ebb3dbdadd62c71.ctv,2324
经典鬼片3000部,https://stream.freetv.fun/2409dd21ba1ac1f7a9a9ae67bbd157d4d46b70d307b4f63d3f3ceac4f70e8557.ctv,2125
绝版电影 港片女鬼,https://stream.freetv.fun/e9ac7d59b164dbd7059bae4a14e6f71a34a24eebe8eb29227293d6ce57c108b9.ctv,2600
绝版鬼片电影,https://stream.freetv.fun/9e2147513087ddb286e15c1efe33a275e50f8f1ae867ceba53adf8a319637e2b.ctv,4559
编辑部的故事,https://stream.freetv.fun/d5f521a1def3339661937ed4b1ec73952976b72b4ea17ae19ae34670a97f5931.ctv,3903
罗庄影视,https://stream.freetv.fun/af8d09477d0bedfe4bf1824248c3d32c38e7728feee4dfa6e854ea46833e454f.ctv,2423
美国 布兰奇电视,https://stream.freetv.fun/96208b326f813f9707b652f0a6361913d8b0fb4ad5d570f3e7f3b39d0607f15b.m3u8,2994
美国摔跤,https://stream.freetv.fun/c8ae7f845eb144d62561a608734f91b7b1dcd5a51a281187aa2b329af3704450.m3u8,3245
美国测试afv family,https://stream.freetv.fun/096bd7ff867c4b6e098de3b06bdadbfe3984de4dbaad3760c0e4692d7adc115a.m3u8,4986
老故事,https://stream.freetv.fun/89828b64405830e06094c24010a98f94fd890e73481f2e8b2c8deefbd7cd1bea.ctv,6659
老故事,https://stream.freetv.fun/b2b3f396d09c1184b9641c439b2b0999cec614e184bb24f7bef20c7549e74a35.m3u8,1821
老故事,https://stream.freetv.fun/fca4a61afeedaa2fcd65c23b868851ae801f59366cebba83b9b92a3c137ed7ec.m3u8,2194
老电影故事,https://stream.freetv.fun/5dfc21b73517ec605624c371f7a04ea9681dce4ff87c49f0a1eed885c62bca4f.ctv,7033
老邪说电影,https://stream.freetv.fun/f82ba957b917e5816a99af45980514acf69b016af6521461e410db362fce1eeb.ctv,4790
胶片看电影,https://stream.freetv.fun/33b5137676a40905139f277cabb1f561b89287e31a91895a9ab740bf8a6cfd67.ctv,5112
致敬星爷致敬经典,https://stream.freetv.fun/fb5d646d576cfedca01df2a83e5771d9df4a5561b7c9ccbdd3a4e7d295ff0ecc.ctv,4025
莒南影视,https://stream.freetv.fun/32c78ca0f183f16bd5536a9bc932ed195167a5ae2f0b40414f91041c36a901bf.ctv,5344
莱山影视,https://stream.freetv.fun/fb9c5d9a819d0905ad0b6f1d906d9c0d05db7211164f0cf1ff8e76aef2e264c9.ctv,2183
蒲松龄—经典港剧,https://stream.freetv.fun/4d7260f99f2240a527471ba6e005003d06b8fe1a6c061f61f5c3abfceefe253b.ctv,3814
赛事最经典,https://stream.freetv.fun/076412186ad0024f309dcff52514a806c3ffbb37bae1a8bcf9189b8fe607a0a4.ctv,2773
超体：高分科幻片,https://stream.freetv.fun/53a9ab312c7220bd4bc3d5f9b3103d4d040bf423d6744be152c1785090ddfd22.ctv,4213
逗米说电影,https://stream.freetv.fun/e45d7756f65869d6daa41c5a48487d56824de6dd862691ef2ba43f7ffce7a3e3.ctv,5153
野山鹰-影视剧,https://stream.freetv.fun/06ceec4a838d09cf87d285f9e744adb61b76abcf309a6c8a0fae675d9b4f2435.ctv,3630
银河护卫队-国外科幻巨作,https://stream.freetv.fun/d033c242f194e81b16303b52cfa04aa1356c6cccc60562a681150e444c418ed3.ctv,3941
電影_槍戰,https://stream.freetv.fun/8b6c0a62df08678cfedafe871c40e563118f8584d6bd19b8b684f29944c19b5e.ctv,2843
電影_災難片,https://stream.freetv.fun/0c5eb5677dae71b43548cacafb1be1e8d42fa3cbd0cb250fff3f009831c2406a.ctv,4034
香兰爱影视,https://stream.freetv.fun/11b3a06e2a5b370e21dadd0bd8512d81b8e76a04f1e72de2c1823672db78d2d9.ctv,5038
高青影视,https://stream.freetv.fun/f4c2b837814125f21ca16c2bfb7f8bb38f3924bdfaeae9fcd8ea088726aeaa45.ctv,2458
默爺侃電影,https://stream.freetv.fun/533d649ae7d6f08c947acef801ac17896fd68ef3c76b44aa5e0535474093b07c.ctv,3248

卫视频道,#genre#
astv亚洲卫视,https://stream.freetv.fun/29fb58b0084bd6a02272df36e988d99fad9cbb744f6a580153789683b62b0e23.m3u8,1518
brtv北京卫视hd,https://stream.freetv.fun/a8d41f55112e1f8cd9d858a1ad890d195e974243b37180260c2f1844110a2b9f.ctv,6402
「官方」安徽卫视,https://stream.freetv.fun/4c39e1adf422320912182e649f49c6d59bb1041942207ebb60a0e6d29d6c575b.ctv,1847
「官方」江苏卫视,https://stream.freetv.fun/70c89fda500fa981df500fb4b03ba92877bdcff56056a99819c3a410bceb6777.ctv,2631
「电信1」湖南卫视fhd,https://stream.freetv.fun/5e26d6d46e4832a21a9f8562335e94ccb892189ad39d79acef25d57d29cf84ad.ctv,5084
「电信2」湖南卫视,https://stream.freetv.fun/5a502570b2fda838fd9133e2adff4098e77e054c62cc3104ebd2d4c7876bc654.ctv,6658
「电信2」湖南卫视,https://stream.freetv.fun/8720b7c9d5ede0c87714846039cdda4cfd9dc2674ad7eda9ce371d3cf4057c67.ctv,7672
「电信」广西卫视,https://stream.freetv.fun/0b2f2f2077a95a68c7fa7b322e26936a063d04c36c2bdaf9e5eaa204dbd618ea.m3u8,1988
「电信」湖南卫视,https://stream.freetv.fun/ea781dee1fb7b5115f0b0f924eca8117b53ad5062037925afc5a640688e75e9c.m3u8,4601
「移动1」大湾区卫视hd,https://stream.freetv.fun/758eabf5bdacebae1bdd001516dfd28cd65e9af3203d87fd567f464514f93c26.ctv,6795
「移动1」广东卫视fhd,https://stream.freetv.fun/70ea1199f40bc927a8f61864990524135532e041c955b4c2e1dd6b3df407b752.ctv,6539
「移动1」广东卫视hd,https://stream.freetv.fun/e7f6d70edeb3f8a4bb1c27be1df6e8bd775a0dbc5565f8316d5fc9483b5be190.ctv,6761
「移动2」大湾区卫视hd,https://stream.freetv.fun/b5868ea7d69947e63b455827c0828bc49b0865a84c533799c4e94fe9fad522b5.ctv,6309
「移动」山东卫视,https://stream.freetv.fun/e7ec2df21bcf01b1192a48a644d441d868bc842cd5110f51a26c253fa238771e.m3u8,2671
「移动」河北卫视,https://stream.freetv.fun/ef6e9bf17d3ef3ff03548629af83e0126db134dcf26882a402b02238d97bd191.m3u8,1961
「联通」山东卫视,https://stream.freetv.fun/2c810dfaed4c2192bb1acb9c52eb2e272e41ad64a32426adba781e4d4d15b780.m3u8,3687
三少卫视,https://stream.freetv.fun/41aee752040f30dd5e9a4036b469218919baee24792526c50c11f5d4842aa8d0.m3u8,10134
上海卫视,https://stream.freetv.fun/245a34e17860cffd3a97596e52ed6ad8de6c19094099603d7a5ec373bc014d8c.m3u8,1810
上海卫视,https://stream.freetv.fun/45f33fb98bf709815410b2fa6491c582b3f2d77f244a8709766d5bbc5ab187c9.m3u8,3419
上海卫视,https://stream.freetv.fun/4a379cdd3b9e4479861c46271ed81d339acfd065349ce2b113a454dbf9830293.m3u8,1740
上海卫视,https://stream.freetv.fun/6c01e68a24075b15d929dd49e4b8ac59965aef19dd8daf5f2ebe7e1be3841f13.m3u8,1743
上海卫视,https://stream.freetv.fun/ac59e09c76316c1b77c711d2ccb7070c9915cf86100358706244be532f2c24f5.m3u8,2848
上海卫视,https://stream.freetv.fun/c17856d17033f01745c8cc3bfdbdf4039b0932e257d3694ddd14f44814be1ab0.m3u8,1338
上海卫视,https://stream.freetv.fun/ca2bc07596dce830b6abfd0e489c635697db8f8d20344be1005e3664e1be1439.m3u8,4493
南方卫视tvs2,https://stream.freetv.fun/2eb3263092ee38613eac8c5b0d16aa9a20348e58f2216a4203bd012fa63b92c7.m3u8,9771
安微卫视,https://stream.freetv.fun/702dede47f9017946d07ce02e9276049b3d1c743c6e9eaa60fd2c4052b377124.ctv,3213
广东南方卫视,https://stream.freetv.fun/b2b78d14ed7c1e63b0c509dc20b20c4db101eb37077cd2823288675e66c856b8.m3u8,7353
河南卫视4k,https://stream.freetv.fun/5d4e81fbf730ae7ac99762084f1db11dd51f060e2bbb8aafc4d5607d5e2819a3.ctv,6687
辽林卫视,https://stream.freetv.fun/361c640e18e6834e490f03b405f4b1381dba8fc6787e5d1de550394d9a5c92b4.m3u8,4955
黑龙江卫视 plus,https://stream.freetv.fun/a36da614e647aa81e493b75215bf763a5aa61011064d2cfb60d236c99a09c2c9.m3u8,3015

央视频道,#genre#
cctv-13 新闻,https://stream.freetv.fun/ccf7aca7a914421f6721d31cf62273aa7c2e9ba0516dd3cfda5a666639c9ca20.m3u8,3502
cctv-少儿,https://stream.freetv.fun/b27ae0cd5a7635475245d266450d45fc3ef2806ce68b18de2343bd0d1c4f07c3.m3u8,2027
cctv-新闻,https://stream.freetv.fun/6d53a57ffedae04d53273921271673d45d1c683eacdfe85689a1603a278629a8.m3u8,1991
cctv1-综合,https://stream.freetv.fun/050844c372f2fa82a9af84509757373e9a5cdb614ae8ff6b6f585edb92887ac9.m3u8,1766
cctv1-综合,https://stream.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8,1808
cctv1-综合,https://stream.freetv.fun/43b3d6e136c4077cec6da6d2790b0ca989bb9f0a89ffa897957af73a42883f85.m3u8,2151
cctv1-综合,https://stream.freetv.fun/58204024963eaad61e2619d7d1ce018573049ff93bde9a7574f265474b97907e.m3u8,4949
cctv1-综合,https://stream.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8,5309
cctv12-社会与法,https://stream.freetv.fun/031cc4a261ac4aba52fb26bc58eee39e65f2248f875229aa8fcc67f6075c2ed4.m3u8,1817
cctv12-社会与法,https://stream.freetv.fun/8350c905622be53818827599862f82c7d1fd95bfe011e6a582ab8977b49249ad.m3u8,2865
cctv12-社会与法,https://stream.freetv.fun/b91ab570797be93e5b35ff265d6af775a03ec73df9cedc59ea26a45eddacd474.m3u8,1558
cctv12-社会与法,https://stream.freetv.fun/bc0c57f3ba2aafe4da0f9f2d7ab1daaa00b01f677be68a5bc68c11171cc3b6ca.m3u8,9218
cctv12社会与法,https://stream.freetv.fun/08821321f1021399debb8c447ff401b821fd25732aa1387442824c741d2c3317.m3u8,10664
cctv12社会与法,https://stream.freetv.fun/67fbb08a61eedd7938da7097dcecc0d00f2ffd18710b70c7a4f01440360d3d40.m3u8,1860
cctv12社会与法,https://stream.freetv.fun/8f17cf43f5d40d0f0bcdf45f8cf6d694eb9a3c37f5917f5d4a7516e425219361.m3u8,2317
cctv16奥林匹克,https://stream.freetv.fun/65ae45720c429e4bfbffe3d0239c4d59cb8be14a1d5351ac02a1a46e03fa1412.m3u8,2353
cctv16奥林匹克,https://stream.freetv.fun/a07548ee1f9b5b67425918553d996161cd01ae235d4fde4a97fc90f069f4694a.m3u8,3204
cctv16奥林匹克4k,https://stream.freetv.fun/64c740a3b8322012b2f16dc5f238870159cadf8d966f6cbe4951c1bd97e25e88.ctv,3336
cctv16奥林匹克4k,https://stream.freetv.fun/a364575ba7a3b5ea4a3ef1144e51cbd160a5540bb33a4eccc2feecf3fa96e331.ctv,4914
cctv17农业农村,https://stream.freetv.fun/6926da3e9331fb7da7526ead9140cd69ffbfb3479736adac1d5b65e55020b895.m3u8,2339
cctv2-财经,https://stream.freetv.fun/37a50a44aeec6c21dd35ea5fde4ba44d7655ed7b6da01a3366721cd00435b51d.m3u8,1808
cctv2-财经,https://stream.freetv.fun/4f4af119973bb6307a3799f99bb9df7c4a574594be33c5443fd197e6cb1fa1eb.m3u8,2683
cctv2-财经,https://stream.freetv.fun/8752f27902ce732a38212d0a9174e306b4ade352c88ab65ba1f59d23a0938c2f.m3u8,4488
cctv2-财经,https://stream.freetv.fun/8a900bfee2c4c2a59e04380dbfec553120369718ab7b0d63f2f5361b99ffc41a.m3u8,1882
cctv3-综艺,https://stream.freetv.fun/50eb0d64ab6cdd8ccef092c353606a5f8fb3f844078d65a0a0f686bfc4438ee3.m3u8,3835
cctv3-综艺,https://stream.freetv.fun/6516f5bc4b5042e6352e06ec48489b44ff846b3578b22a3b4988ace96318867f.m3u8,2777
cctv3-综艺,https://stream.freetv.fun/6d1c1399180425b22e768625da45642736f1abe5d8b358e000344fcf64b1ec86.m3u8,3511
cctv3-综艺,https://stream.freetv.fun/6e67c1b1c296644ec99e9a03cffedff9b007b4369f04c7fb4defcf2f76f34c49.m3u8,2538
cctv3-综艺,https://stream.freetv.fun/ab692257de15538ddd85b8ad84434857520c9c4c4193ff10bded73c4810e251c.m3u8,1897
cctv4-国际,https://stream.freetv.fun/0d839f5d81e4bf543f91e5413de15e99bc658de9826ea59d16333bc8cb664b44.m3u8,5059
cctv4-国际,https://stream.freetv.fun/0de12b467d56bf1b1c330fd89d039ed45884f5e17e3c266e56e7857c01ae30cd.m3u8,1889
cctv4-国际,https://stream.freetv.fun/16fca515fc6c7cf6113e68fe4888bd30587f2fddff3aacdd518e16c371e41468.m3u8,1911
cctv4-国际,https://stream.freetv.fun/1d35f4d2d00da6c61e503fb713126239f42260c4d19b6322316306410f75b368.m3u8,4888
cctv4-国际,https://stream.freetv.fun/a08330156a94fcf328198df9c025121caaf5cca68fe9e303fa936ae40cee5887.m3u8,2344
cctv5-体育,https://stream.freetv.fun/383e3d8c992be432a87276cde7ce3246ff78c67d57802b58cd771beabd3f83d9.m3u8,1929
cctv5-体育,https://stream.freetv.fun/8c0a0439191a3ba401897378bc2226a7edda1e571cb356ac7c7f4c15f6a2f380.m3u8,2036
cctv5-体育,https://stream.freetv.fun/d21748d5579d2ca78661122df9e4ae1f75eee06895b76f14d0426bf0e3b031ef.m3u8,1947
cctv5-体育,https://stream.freetv.fun/f5a407ef97b092f26bee29392bb0060911479b58aa18aa6485cdfd8f9aa13580.m3u8,2778
cctv6-电影,https://stream.freetv.fun/0bfad480ee221d80e5b7e0b63316e0218535d8bf0c20be92aa997ef717b4909f.m3u8,2225
cctv6-电影,https://stream.freetv.fun/4cb45951cae51c9b1f16b705c4417c13937bb49c35804a4f95e9f3478b5a9a92.m3u8,1806
cctv6-电影,https://stream.freetv.fun/6c1d107fc43399b7c24600343124e64ee89f97b8d1983fb5fa51a6547f023046.m3u8,2248
cctv6-电影,https://stream.freetv.fun/bc4de156a8c4810e9e95f4b2a975198d3dda12d048c5e6abc2d9cfbbeb772ab3.m3u8,2690
cctv7-军农,https://stream.freetv.fun/29351312c623446452e985390c782736fa8c060d29d9debb7942c9ce9cd615f8.m3u8,4573
cctv7-军农,https://stream.freetv.fun/bee84649935554fe6294d64da1b84fc131556419447a8f7acc099e95841a6de5.m3u8,1808
cctv7-军农,https://stream.freetv.fun/c1f93da7a0cd13567f02bfd6f333247e5aa9e44a5dbf8d6b57fa4be2de152a2e.m3u8,4374
cctv7-军农,https://stream.freetv.fun/e0bdcec0e3dc368ade271676045c96761203148c8402c329ac69d9988bb21bf8.m3u8,1808
cctv7-军农,https://stream.freetv.fun/f3896a4c2e6a1fbcc48f2c358a6da1a5d5166b5d304f7e86002741f633a829bf.m3u8,2391
cctv8-电视剧,https://stream.freetv.fun/4a6cc623653ca0950bd53c0e4e1de1042e7627cee769d3c19eede69f4ca8f7cb.m3u8,2112
cctv8-电视剧,https://stream.freetv.fun/506f21d0ee54b97e7b0b5f8cbf7acc6acec204419051187b7828eed7b6292413.m3u8,1891
cctv8-电视剧,https://stream.freetv.fun/ae4fb06f78da3f46bef2d0aaf647a19c870ec9ff5921f8d8b86c46d42d19448a.m3u8,2568
cctv8-电视剧,https://stream.freetv.fun/cedad22369cdcc9dfba9e701d88e0469e1f19103e93a84cb308667ef667c441e.m3u8,2074
cctv8k超清「v4」,https://stream.freetv.fun/efa5a3cbe1e8eeebb8842e889a7876f625fc7177aa8fa82ef788980ba7dd4ab1.ctv,2326
cctv8电视剧,https://stream.freetv.fun/1133a5245004b70c9833fe898f2ed1211224cbea843fa5b8a22500df336b18bc.m3u8,2337
cctv8电视剧,https://stream.freetv.fun/19c960fb02ffdee99cdc112a7f18c45c69bd7855f7c4848fc415a0a5496aaa18.m3u8,1697
cctv8电视剧,https://stream.freetv.fun/1f59b75f4959b505bb081a3ce8ae81372431e7ebccf9d9139416d0148e0ad0cc.m3u8,8793
cctv8电视剧,https://stream.freetv.fun/97ad1bd8b854b7f774983ce09b9be22df7ec3775656914d6ae33cf31f8aeea2f.m3u8,1765
cctv9-纪录,https://stream.freetv.fun/0c01a3543f3509d8aac00c42ea45fb62bb37cfa0b88fc059c5e001887f6eb41b.m3u8,5421
cctv9-纪录,https://stream.freetv.fun/3709827a912e1677cddb67fdcceb2123e590406064e408c4c8fdb680ed0195b3.m3u8,4351
cctv9-纪录,https://stream.freetv.fun/5f98918e8819dcb80de3faf43c4aefeea65fb996dd58de52a2e803b03b7946de.m3u8,1888
cctv9-纪录,https://stream.freetv.fun/93c922beeb6167713d35e4e3c424002e495b4a17c5c7fdb66fe314f850afcf4e.m3u8,2385
cctv9-纪录,https://stream.freetv.fun/b6ff735d9e6e0249b5871b3567281337f4d79ca894fb62ebdb592de4553b52e4.m3u8,2338
cctv西班牙语,https://stream.freetv.fun/15387be681fccc4b757ae61232d2dfbb924f309eb66976747222de089803ef4e.ctv,2577
ช่อง cctv-5+,https://stream.freetv.fun/a28cfdf352457dd1d7a3803d1cd2c47f058656e4de21657ddc101b7ccdaf5293.m3u8,2550
央视文化精品,https://stream.freetv.fun/5a8e775d29c4c46e220912d2489952c4a6bda63d5f06e5999a6decb0593a30c9.m3u8,3504
央视神级综艺-故事里的中国,https://stream.freetv.fun/d743a85eca0ea76ead6e838b3474da7eb9166f6601767d2daa0582f12de65da3.ctv,4890
